name,type,plateMat,plateThick,plateEnlarge,plateBeta,platePortDia,plateWidth,platePortDisH,platePortDisV,plateLength,platePitch,plateNum,plateCond,fluidTypeH,fluidTypeC,fluidInTempH,fluidInTempC,fluidOutTempH,fluidOutTempC,fluidMRateH,fluidMRateC,fluidMaxPDropH,fluidMaxPDropC,fluidFoulingH,fluidFoulingC,flowPassH,flowPassC
Upload Test,rating,Stainless Steel (ANSI 316),0.6,1.4,45,0.2,0.5,0.3,1.2,1,3.6,104,,Water,Water,67,23,,,140,140,,,,,1,1
