"name","type","flowPassH","flowPassC","fluidTypeH","fluidTypeC","fluidInTempH","fluidInTempC","fluidOutTempH","fluidOutTempC","fluidMRateH","fluidMRateC","fluidMaxPDropH","fluidMaxPDropC","fluidFoulingH","fluidFoulingC","plateMat","plateThick","plateEnlarge","plateBeta","platePortDia","plateWidth","platePortDisH","platePortDisV","plateLength","platePitch","plateNum","plateCond","k_p","R_c","R_h","ro_c","mu_c","Cp_c","k_c","Pr_c","ro_h","mu_h","Cp_h","k_h","Pr_h","b","D_h","A_1p","A_1","iter1-Re_c","iter1-Re_h","iter1-Ch_c","iter1-y_c","iter1-Ch_h","iter1-y_h","iter1-Nu_c","iter1-Nu_h","iter1-h_c","iter1-h_h","iter1-U_f","iter1-T_A","iter1-T_B","iter1-LMTD","iter1-NTU","iter1-flow","iter1-F","iter1-T_eff","iter1-Q","iter1-A_t","iter1-N_e","iter1-N_t","iter1-N_cp_c","iter1-N_cp_h","iter1-G_c_c","iter1-G_c_h","iter1-Re_c_res","iter1-Re_h_res","iter2-Re_c","iter2-Re_h","iter2-Ch_c","iter2-y_c","iter2-Ch_h","iter2-y_h","iter2-Nu_c","iter2-Nu_h","iter2-h_c","iter2-h_h","iter2-U_f","iter2-T_A","iter2-T_B","iter2-LMTD","iter2-NTU","iter2-flow","iter2-F","iter2-T_eff","iter2-Q","iter2-A_t","iter2-N_e","iter2-N_t","iter2-N_cp_c","iter2-N_cp_h","iter2-G_c_c","iter2-G_c_h","iter2-Re_c_res","iter2-Re_h_res","iter3-Re_c","iter3-Re_h","iter3-Ch_c","iter3-y_c","iter3-Ch_h","iter3-y_h","iter3-Nu_c","iter3-Nu_h","iter3-h_c","iter3-h_h","iter3-U_f","iter3-T_A","iter3-T_B","iter3-LMTD","iter3-NTU","iter3-flow","iter3-F","iter3-T_eff","iter3-Q","iter3-A_t","iter3-N_e","iter3-N_t","iter3-N_cp_c","iter3-N_cp_h","iter3-G_c_c","iter3-G_c_h","iter3-Re_c_res","iter3-Re_h_res","iter4-Re_c","iter4-Re_h","iter4-Ch_c","iter4-y_c","iter4-Ch_h","iter4-y_h","iter4-Nu_c","iter4-Nu_h","iter4-h_c","iter4-h_h","iter4-U_f","iter4-T_A","iter4-T_B","iter4-LMTD","iter4-NTU","iter4-flow","iter4-F","iter4-T_eff","iter4-Q","iter4-A_t","iter4-N_e","iter4-N_t","iter4-N_cp_c","iter4-N_cp_h","iter4-G_c_c","iter4-G_c_h","iter4-Re_c_res","iter4-Re_h_res","iter5-Re_c","iter5-Re_h","iter5-Ch_c","iter5-y_c","iter5-Ch_h","iter5-y_h","iter5-Nu_c","iter5-Nu_h","iter5-h_c","iter5-h_h","iter5-U_f","iter5-T_A","iter5-T_B","iter5-LMTD","iter5-NTU","iter5-flow","iter5-F","iter5-T_eff","iter5-Q","iter5-A_t","iter5-N_e","iter5-N_t","iter5-N_cp_c","iter5-N_cp_h","iter5-G_c_c","iter5-G_c_h","iter5-Re_c_res","iter5-Re_h_res","iter6-Re_c","iter6-Re_h","iter6-Ch_c","iter6-y_c","iter6-Ch_h","iter6-y_h","iter6-Nu_c","iter6-Nu_h","iter6-h_c","iter6-h_h","iter6-U_f","iter6-T_A","iter6-T_B","iter6-LMTD","iter6-NTU","iter6-flow","iter6-F","iter6-T_eff","iter6-Q","iter6-A_t","iter6-N_e","iter6-N_t","iter6-N_cp_c","iter6-N_cp_h","iter6-G_c_c","iter6-G_c_h","iter6-Re_c_res","iter6-Re_h_res","iter7-Re_c","iter7-Re_h","iter7-Ch_c","iter7-y_c","iter7-Ch_h","iter7-y_h","iter7-Nu_c","iter7-Nu_h","iter7-h_c","iter7-h_h","iter7-U_f","iter7-T_A","iter7-T_B","iter7-LMTD","iter7-NTU","iter7-flow","iter7-F","iter7-T_eff","iter7-Q","iter7-A_t","iter7-N_e","iter7-N_t","iter7-N_cp_c","iter7-N_cp_h","iter7-G_c_c","iter7-G_c_h","iter7-Re_c_res","iter7-Re_h_res","iter8-Re_c","iter8-Re_h","iter8-Ch_c","iter8-y_c","iter8-Ch_h","iter8-y_h","iter8-Nu_c","iter8-Nu_h","iter8-h_c","iter8-h_h","iter8-U_f","iter8-T_A","iter8-T_B","iter8-LMTD","iter8-NTU","iter8-flow","iter8-F","iter8-T_eff","iter8-Q","iter8-A_t","iter8-N_e","iter8-N_t","iter8-N_cp_c","iter8-N_cp_h","iter8-G_c_c","iter8-G_c_h","iter8-Re_c_res","iter8-Re_h_res","Kp_c","z_c","Kp_h","z_h","p_c_c","p_p_c","p_t_c","p_c_h","p_p_h","p_t_h"
"new sizing","sizing","1","2","Sea Water","Water","79","6","45","78","140","140","100000","100000","","","Stainless Steel (ANSI 304)","0.6","1.1","45","0.200","0.500","0.300","1.600","1.4","3.6","","",14.9,0,0.000043,991.4000000000001,0.0006305,4182,0.62044,4.24980820063181,1007.9,0.0004946,4015.44,0.6502,3.0545011135035374,0.003,0.005454545454545454,0.7,0.77,5000,5000,0.3,0.663,0.3,0.663,137.71930139379657,123.36305907631744,15665.203282073977,14705.287852093963,4648.8501405704965,1,39,10.3724199755571,6.941485224245646,"2-1",0.4744450171528518,4.921142973219771,19113494.4,835.4655839982323,1085.0202389587432,1087.0202389587432,271.5050597396858,543.0101194793716,343.7627771019062,171.8813885509531,2973.9408299494444,1895.5415419360338,2973.9408299494444,1895.5415419360338,0.3,0.663,0.3,0.663,97.58813730961609,64.84928612709099,11100.390383936005,7730.251070636337,3303.412318004038,1,39,10.3724199755571,6.941485224245646,"2-1",0.4744450171528518,4.921142973219771,19113494.4,1175.740090464616,1526.9351824215792,1528.9351824215792,381.9837956053948,763.9675912107896,244.3384625397842,122.1692312698921,2113.806899630459,1347.306156709467,2113.806899630459,1347.306156709467,0.3,0.663,0.3,0.663,77.82085525479035,51.71352838779463,8851.914762951723,6164.42496225308,2789.7154544382684,1,39,10.3724199755571,6.941485224245646,"2-1",0.4744450171528518,4.921142973219771,19113494.4,1392.2403058824004,1808.1042933537667,1810.1042933537667,452.2760733384417,904.5521466768834,206.36363238143548,103.18181619071774,1785.2812259946836,1137.9092327028386,1785.2812259946836,1137.9092327028386,0.3,0.663,0.3,0.663,69.57595867259649,46.23462826440557,7914.079763118057,5511.321804544693,2557.085584927598,1,39,10.3724199755571,6.941485224245646,"2-1",0.4744450171528518,4.921142973219771,19113494.4,1518.8988278317504,1972.5958803009744,1974.5958803009744,493.3989700752436,986.7979401504872,189.16402139854478,94.58201069927239,1636.4849374829046,1043.0688971724337,1636.4849374829046,1043.0688971724337,0.3,0.663,0.3,0.663,65.67519369256759,43.64249123547691,7470.378148679716,5202.330430239633,2442.8851324477814,1,39,10.3724199755571,6.941485224245646,"2-1",0.4744450171528518,4.921142973219771,19113494.4,1589.9045951948856,2064.8111625907604,2066.8111625907604,516.4527906476901,1032.9055812953802,180.71997097020775,90.35998548510388,1563.4342524998146,996.5075780440085,1563.4342524998146,996.5075780440085,0.3,0.663,0.3,0.663,63.71658453460695,42.340955934185594,7247.59157991945,5047.183083874704,2384.4970703837243,1,39,10.3724199755571,6.941485224245646,"2-1",0.4744450171528518,4.921142973219771,19113494.4,1628.8358437726956,2115.3712256788253,2117.3712256788253,529.0928064197063,1058.1856128394127,176.40257474847627,88.20128737423813,1526.0838418150927,972.7010334254104,1526.0838418150927,972.7010334254104,0.3,0.663,0.3,0.663,62.70326759482325,41.667586383571305,7132.329480197559,4966.915188876312,2354.0084520688474,1,39,10.3724199755571,6.941485224245646,"2-1",0.4744450171528518,4.921142973219771,19113494.4,1649.9321802343302,2142.76906523939,2144.76906523939,535.9422663098475,1071.884532619695,174.14811109406696,87.07405554703348,1506.5801550924975,960.2697005517789,1506.5801550924975,960.2697005517789,0.3,0.663,0.3,0.663,62.17081418952058,41.31376035325917,7071.764325220127,4924.737946643005,2337.910483778017,1,39,10.3724199755571,6.941485224245646,"2-1",0.4744450171528518,4.921142973219771,19113494.4,1661.2929898563104,2157.5233634497536,2159.5233634497536,539.6308408624384,1079.2616817248768,172.9577449357193,86.47887246785965,1496.2821276249956,953.705905244197,1.441,0.206,1.441,0.206,11315.23882418038,28043.708686158436,39358.94751033882,1526.50631271784,13792.307169092905,15318.813481810745
