"name","type","id","plateMat","plateThick","plateEnlarge","plateBeta","platePortDia","plateWidth","platePortDisH","platePortDisV","plateLength","platePitch","plateNum","plateCond","fluidTypeH","fluidTypeC","fluidInTempH","fluidInTempC","fluidOutTempH","fluidOutTempC","fluidMRateH","fluidMRateC","fluidMaxPDropH","fluidMaxPDropC","fluidFoulingH","fluidFoulingC","flowPassH","flowPassC","k_p","R_c","R_h","b","D_h","A_1p","A_1","N_e","A_t","N_cp_h","N_cp_c","G_c_h","G_c_c","iter1-T_o_c","iter1-T_o_h","iter1-T_mean_c","iter1-T_mean_h","iter1-mu_c","iter1-Cp_c","iter1-k_c","iter1-Pr_c","iter1-mu_h","iter1-Cp_h","iter1-k_h","iter1-Pr_h","iter1-Re_c","iter1-Re_h","iter1-Nu_c","iter1-Nu_h","iter1-h_c","iter1-h_h","iter1-U_f","iter1-C_c","iter1-C_h","iter1-C_min","iter1-C_max","iter1-NTU","iter1-R","iter1-epsilon","iter1-Q","iter1-T_o_c_res","iter1-T_o_h_res","iter2-T_o_c","iter2-T_o_h","iter2-T_mean_c","iter2-T_mean_h","iter2-mu_c","iter2-Cp_c","iter2-k_c","iter2-Pr_c","iter2-mu_h","iter2-Cp_h","iter2-k_h","iter2-Pr_h","iter2-Re_c","iter2-Re_h","iter2-Nu_c","iter2-Nu_h","iter2-h_c","iter2-h_h","iter2-U_f","iter2-C_c","iter2-C_h","iter2-C_min","iter2-C_max","iter2-NTU","iter2-R","iter2-epsilon","iter2-Q","iter2-T_o_c_res","iter2-T_o_h_res","iter3-T_o_c","iter3-T_o_h","iter3-T_mean_c","iter3-T_mean_h","iter3-mu_c","iter3-Cp_c","iter3-k_c","iter3-Pr_c","iter3-mu_h","iter3-Cp_h","iter3-k_h","iter3-Pr_h","iter3-Re_c","iter3-Re_h","iter3-Nu_c","iter3-Nu_h","iter3-h_c","iter3-h_h","iter3-U_f","iter3-C_c","iter3-C_h","iter3-C_min","iter3-C_max","iter3-NTU","iter3-R","iter3-epsilon","iter3-Q","iter3-T_o_c_res","iter3-T_o_h_res","ro_c","ro_h","Kp_c","z_c","Kp_h","z_h","p_c_c","p_p_c","p_t_c","p_c_h","p_p_h","p_t_h"
"Export Example","rating","h6OrvvJwTAGzkflBYkFDf","Stainless Steel (ANSI 316)","0.6","1.4","45","0.20","0.50","0.30","1.60","1.4","3.6","104","","Water","Water","90","23","","","140","140","","","","","1","1",13.4,0,0,0.003,0.004285714285714286,0.7,0.9799999999999999,102,99.96,51.5,51.5,1812.2977346278317,1812.2977346278317,23,90,23,90,0.0009351,4183,0.59132,6.6149010687952385,0.0003145,4204,0.6613,1.999331619537275,8306.053140051477,24696.31253183509,223.45379187686493,308.8383973577519,30830.962449613144,47654.79417362564,10183.78747805663,585620,588560,585620,588560,1.7382797655587936,0.9950047573739296,0.6358138490807608,24947135.522011235,65.59952788841098,47.61326708914769,65.59952788841098,47.61326708914769,44.29976394420549,68.80663354457384,0.0006042826910360574,4182,0.6234756884063513,4.05326183667605,0.0004110169947579058,4186.283980126745,0.648545306835659,2.653066551526009,12853.2397278258,18897.005209813746,253.5117929760308,284.1968001302346,36880.302583800476,43006.7168865076,10510.489624312513,585480,586079.7572177442,585480,586079.7572177442,1.7944738382972583,0.9989766627999721,0.6423618766394009,25198032.112834044,66.03824573483986,47.00579690304454,66.03824573483986,47.00579690304454,44.51912286741993,68.50289845152227,0.0006017819993114128,4182,0.6237652421849943,4.034614548743881,0.00041280295710504906,4186.101739070913,0.6483023187612178,2.6654773963064136,12906.651079875255,18815.24867392268,253.81931517094944,283.82219945249756,36942.18887306189,42933.93767155803,10511.153301524884,585480,586054.2434699278,585480,586054.2434699278,1.794587149040834,0.9990201530381765,0.6423674281370766,25198249.882321604,66.03861768518414,47.00355357359579,990.3922764629632,989.3179428951391,1.441,0.206,1.441,0.206,507709.1605685419,14036.121571318203,521745.2821398601,470289.0874276468,14051.363866956748,484340.4512946035
