"name","type","id","plateMat","plateThick","plateEnlarge","plateBeta","platePortDia","plateWidth","platePortDisH","platePortDisV","plateLength","platePitch","plateNum","plateCond","fluidTypeH","fluidTypeC","fluidInTempH","fluidInTempC","fluidOutTempH","fluidOutTempC","fluidMRateH","fluidMRateC","fluidMaxPDropH","fluidMaxPDropC","fluidFoulingH","fluidFoulingC","flowPassH","flowPassC","k_p","R_c","R_h","ro_c","mu_c","Cp_c","k_c","Pr_c","ro_h","mu_h","Cp_h","k_h","Pr_h","b","D_h","A_1p","A_1","iter1-Re_c","iter1-Re_h","iter1-Ch_c","iter1-y_c","iter1-Ch_h","iter1-y_h","iter1-Nu_c","iter1-Nu_h","iter1-h_c","iter1-h_h","iter1-U_f","iter1-T_A","iter1-T_B","iter1-LMTD","iter1-NTU","iter1-flow","iter1-F","iter1-T_eff","iter1-Q","iter1-A_t","iter1-N_e","iter1-N_t","iter1-N_cp_c","iter1-N_cp_h","iter1-G_c_c","iter1-G_c_h","iter1-Re_c_res","iter1-Re_h_res","iter2-Re_c","iter2-Re_h","iter2-Ch_c","iter2-y_c","iter2-Ch_h","iter2-y_h","iter2-Nu_c","iter2-Nu_h","iter2-h_c","iter2-h_h","iter2-U_f","iter2-T_A","iter2-T_B","iter2-LMTD","iter2-NTU","iter2-flow","iter2-F","iter2-T_eff","iter2-Q","iter2-A_t","iter2-N_e","iter2-N_t","iter2-N_cp_c","iter2-N_cp_h","iter2-G_c_c","iter2-G_c_h","iter2-Re_c_res","iter2-Re_h_res","iter3-Re_c","iter3-Re_h","iter3-Ch_c","iter3-y_c","iter3-Ch_h","iter3-y_h","iter3-Nu_c","iter3-Nu_h","iter3-h_c","iter3-h_h","iter3-U_f","iter3-T_A","iter3-T_B","iter3-LMTD","iter3-NTU","iter3-flow","iter3-F","iter3-T_eff","iter3-Q","iter3-A_t","iter3-N_e","iter3-N_t","iter3-N_cp_c","iter3-N_cp_h","iter3-G_c_c","iter3-G_c_h","iter3-Re_c_res","iter3-Re_h_res","iter4-Re_c","iter4-Re_h","iter4-Ch_c","iter4-y_c","iter4-Ch_h","iter4-y_h","iter4-Nu_c","iter4-Nu_h","iter4-h_c","iter4-h_h","iter4-U_f","iter4-T_A","iter4-T_B","iter4-LMTD","iter4-NTU","iter4-flow","iter4-F","iter4-T_eff","iter4-Q","iter4-A_t","iter4-N_e","iter4-N_t","iter4-N_cp_c","iter4-N_cp_h","iter4-G_c_c","iter4-G_c_h","iter4-Re_c_res","iter4-Re_h_res","iter5-Re_c","iter5-Re_h","iter5-Ch_c","iter5-y_c","iter5-Ch_h","iter5-y_h","iter5-Nu_c","iter5-Nu_h","iter5-h_c","iter5-h_h","iter5-U_f","iter5-T_A","iter5-T_B","iter5-LMTD","iter5-NTU","iter5-flow","iter5-F","iter5-T_eff","iter5-Q","iter5-A_t","iter5-N_e","iter5-N_t","iter5-N_cp_c","iter5-N_cp_h","iter5-G_c_c","iter5-G_c_h","iter5-Re_c_res","iter5-Re_h_res","iter6-Re_c","iter6-Re_h","iter6-Ch_c","iter6-y_c","iter6-Ch_h","iter6-y_h","iter6-Nu_c","iter6-Nu_h","iter6-h_c","iter6-h_h","iter6-U_f","iter6-T_A","iter6-T_B","iter6-LMTD","iter6-NTU","iter6-flow","iter6-F","iter6-T_eff","iter6-Q","iter6-A_t","iter6-N_e","iter6-N_t","iter6-N_cp_c","iter6-N_cp_h","iter6-G_c_c","iter6-G_c_h","iter6-Re_c_res","iter6-Re_h_res","Kp_c","z_c","Kp_h","z_h","p_c_c","p_p_c","p_t_c","p_c_h","p_p_h","p_t_h"
"Untitled(2) Copy","sizing","7P6gpdW9j1jqWF3ocHPCd","Stainless Steel (ANSI 304)","0.6","1.1","45","0.200","0.500","0.300","1.600","1.4","3.6","","","Sea Water","Water","79","6","45","78","140","140","100000","100000","","","1","3",14.9,0,0.000043,991.4000000000001,0.0006305,4182,0.62044,4.24980820063181,1007.9,0.0004946,4015.44,0.6502,3.0545011135035374,0.003,0.005454545454545454,0.7,0.77,5000,5000,0.3,0.663,0.3,0.663,137.71930139379657,123.36305907631744,15665.203282073977,14705.287852093963,4648.8501405704965,1,39,10.3724199755571,6.941485224245646,"3-1",0.5655135968800973,5.865744528728267,19113494.4,700.9247620525408,910.2918987695335,912.2918987695335,151.8819831282556,455.64594938476677,614.5122114617025,204.83740382056752,5316.232814894694,2258.986918581416,5316.232814894694,2258.986918581416,0.3,0.663,0.3,0.663,143.43434175907382,72.84719117841297,16315.273883516624,8683.62801243742,3850.3009821980177,1,39,10.3724199755571,6.941485224245646,"3-1",0.5655135968800973,5.865744528728267,19113494.4,846.2959632670387,1099.0856665805698,1101.0856665805698,183.34761109676163,550.0428332902849,509.05126483527897,169.68375494509297,4403.875119330508,1871.3056090698778,4403.875119330508,1871.3056090698778,0.3,0.663,0.3,0.663,126.60192228747958,64.29837041342418,14400.631055074702,7664.580081181541,3531.320969132472,1,39,10.3724199755571,6.941485224245646,"3-1",0.5655135968800973,5.865744528728267,19113494.4,922.7408686664356,1198.3647645018643,1200.3647645018643,199.8941274169774,599.6823822509322,466.9138335346932,155.6379445115644,4039.3381893276032,1716.4056667819475,4039.3381893276032,1716.4056667819475,0.3,0.663,0.3,0.663,119.55324568379271,60.71850044779164,13598.862887876265,7237.847648378257,3390.2139206513175,1,39,10.3724199755571,6.941485224245646,"3-1",0.5655135968800973,5.865744528728267,19113494.4,961.1470706165009,1248.2429488525984,1250.2429488525984,208.20715814209973,624.6214744262992,448.2714915576249,149.4238305192083,3878.0606291482222,1647.875203314432,3878.0606291482222,1647.875203314432,0.3,0.663,0.3,0.663,116.36682212477128,59.10018503369555,13236.415705167068,7044.9390566332895,3324.871764808138,1,39,10.3724199755571,6.941485224245646,"3-1",0.5655135968800973,5.865744528728267,19113494.4,980.0360462278845,1272.7740860102397,1274.7740860102397,212.2956810017066,636.8870430051198,439.63839910894393,146.54613303631464,3803.3745146761785,1616.139393114524,3803.3745146761785,1616.139393114524,0.3,0.663,0.3,0.663,114.8761325774767,58.34309614474709,13066.853744334436,6954.691537441004,3293.96168219556,1,39,10.3724199755571,6.941485224245646,"3-1",0.5655135968800973,5.865744528728267,19113494.4,989.2325694649177,1284.7176226817112,1286.7176226817112,214.28627044695187,642.8588113408556,435.5544251092777,145.18480836975922,3768.0434729373023,1601.1264386621976,1.441,0.206,1.441,0.206,88988.26071033129,42065.56302923765,131053.82373956894,3866.9505688320655,13792.307169092905,17659.25773792497
