"name","type","flowPassH","flowPassC","fluidTypeH","fluidTypeC","fluidInTempH","fluidInTempC","fluidOutTempH","fluidOutTempC","fluidMRateH","fluidMRateC","fluidMaxPDropH","fluidMaxPDropC","fluidFoulingH","fluidFoulingC","plateMat","plateThick","plateEnlarge","plateBeta","platePortDia","plateWidth","platePortDisH","platePortDisV","plateLength","platePitch","plateNum","plateCond","k_p","R_c","R_h","b","D_h","A_1p","A_1","N_e","A_t","N_cp_h","N_cp_c","G_c_h","G_c_c","iter1-T_o_c","iter1-T_o_h","iter1-T_mean_c","iter1-T_mean_h","iter1-mu_c","iter1-Cp_c","iter1-k_c","iter1-Pr_c","iter1-mu_h","iter1-Cp_h","iter1-k_h","iter1-Pr_h","iter1-Re_c","iter1-Re_h","iter1-Nu_c","iter1-Nu_h","iter1-h_c","iter1-h_h","iter1-U_f","iter1-C_c","iter1-C_h","iter1-C_min","iter1-C_max","iter1-NTU","iter1-R","iter1-epsilon","iter1-Q","iter1-T_o_c_res","iter1-T_o_h_res","iter2-T_o_c","iter2-T_o_h","iter2-T_mean_c","iter2-T_mean_h","iter2-mu_c","iter2-Cp_c","iter2-k_c","iter2-Pr_c","iter2-mu_h","iter2-Cp_h","iter2-k_h","iter2-Pr_h","iter2-Re_c","iter2-Re_h","iter2-Nu_c","iter2-Nu_h","iter2-h_c","iter2-h_h","iter2-U_f","iter2-C_c","iter2-C_h","iter2-C_min","iter2-C_max","iter2-NTU","iter2-R","iter2-epsilon","iter2-Q","iter2-T_o_c_res","iter2-T_o_h_res","ro_c","ro_h","Kp_c","z_c","Kp_h","z_h","p_c_c","p_p_c","p_t_c","p_c_h","p_p_h","p_t_h"
"new rating","rating","3","3","Water","Water","56","23","","","140","140","","","","","Stainless Steel (ANSI 304)","0.6","1.3","45","0.200","0.600","0.400","1.700","1.5","3.6","140","",14.9,0,0,0.003,0.004615384615384615,0.8999999999999999,1.17,138,161.45999999999998,23.166666666666668,23.166666666666668,3357.314148681055,3357.314148681055,23,56,23,56,0.0009351,4183,0.59132,6.6149010687952385,0.00049668,4182.2,0.637,3.2609342166405018,16570.736895343427,31197.7451695974,353.2260030096152,424.462133949356,45255.08002158989,58582.848853910284,12588.867077864435,585620,585508,585508,585620,3.4715127349105246,0.9998087497011714,0.776419671715542,15001797.66184518,48.616948980303235,30.37815083338711,48.616948980303235,30.37815083338711,35.80847449015162,43.189075416693555,0.0007088796282605895,4182.83830510197,0.6118480337760153,4.846185162180828,0.0006169445402496935,4182,0.6220095795500354,4.147945871172349,21858.85367993598,25116.189640910492,382.61401805835175,398.3226049398026,50722.020839564386,53681.43647184099,12720.676262374624,585597.3627142758,585480,585480,585597.3627142758,3.5080282662482176,0.9997995846263176,0.7782342081165351,15036138.617546277,48.676581854557796,30.31827113215434,993.6982152661797,995.581608265858,1.441,0.206,1.441,0.206,4611290.315674296,41968.27421695138,4653258.589891247,4472732.009494323,41888.88067129673,4514620.89016562
